TXnid;RXnid;RSS;SNR;BER
2;3;-65.548759;38.451241;0.000021
2;1;-75.576820;28.423180;0.000216
2;3;-74.500584;29.499416;0.000168
3;2;-75.574587;28.425413;0.000215
2;3;-79.998785;24.001215;0.000596
2;1;-73.340870;30.659130;0.000129
2;3;-75.998113;28.001887;0.000237
2;1;-68.892384;35.107616;0.000046
3;2;-70.486222;33.513778;0.000067
2;3;-74.919217;29.080783;0.000185
2;3;-71.229716;32.770284;0.000079
2;1;-75.032533;28.967467;0.000190
2;3;-72.909106;31.090894;0.000117
2;1;-82.846357;21.153643;0.000117
2;3;-71.896140;32.103860;0.000092
3;2;-67.809846;36.190154;0.000036
2;3;-73.733458;30.266542;0.000141
2;1;-83.297893;20.702107;0.000141
2;3;-75.379005;28.620995;0.000206
2;1;-74.455861;29.544139;0.000167
2;3;-87.268951;16.731049;0.000038
3;2;-66.075441;37.924559;0.000059
2;3;-68.044415;35.955585;0.000038
2;1;-69.972941;34.027059;0.000059
2;3;-69.833438;34.166562;0.000057
2;1;-66.667769;37.332231;0.000028
2;3;-70.267419;33.732581;0.000063
3;2;-74.829140;29.170860;0.000181
2;3;-75.300478;28.699522;0.000202
2;1;-71.287926;32.712074;0.000080
2;3;-76.687034;27.312966;0.000278
2;1;-65.797588;38.202412;0.000023
3;2;-67.247814;36.752186;0.000032
2;3;-70.371296;33.628704;0.000065
2;3;-63.911628;40.088372;0.000015
2;1;-73.603295;30.396705;0.000137
2;3;-70.132931;33.867069;0.000062
2;1;-68.981121;35.018879;0.000047
2;3;-66.129471;37.870529;0.000024
3;2;-75.863831;28.136169;0.000230
2;3;-74.761543;29.238457;0.000230
2;1;-82.125191;21.874809;0.000179
2;3;-68.597237;35.402763;0.000043
2;1;-78.805031;25.194969;0.000453
2;3;-69.802472;34.197528;0.000057
3;2;-66.501765;37.498235;0.000027
2;3;-70.439368;33.560632;0.000066
2;1;-73.529060;30.470940;0.000135
2;3;-69.951628;34.048372;0.000059
2;1;-76.587201;27.412799;0.000272
2;3;-64.762021;39.237979;0.000018
3;2;-79.006728;24.993272;0.000474
2;3;-73.134836;30.865164;0.000123
2;1;-76.794483;27.205517;0.000285
2;3;-74.751202;29.248798;0.000178
2;1;-73.711492;30.288508;0.000140
2;3;-75.072466;28.927534;0.000192
3;2;-69.703802;34.296198;0.000056
2;3;-83.707928;20.292072;0.000291
2;1;-76.877130;27.122870;0.000291
2;3;-70.222116;33.777884;0.000063
2;1;-68.306047;35.693953;0.000040
2;3;-62.085245;41.914755;0.000010
3;2;-75.784630;28.215370;0.000226
2;3;-67.607396;36.392604;0.000034
2;1;-63.860068;40.139932;0.000015
2;3;-80.454075;23.545925;0.000662
2;1;-69.661120;34.338880;0.000055
3;2;-85.196356;18.803644;0.000339
2;3;-71.379683;32.620317;0.000061
2;3;-77.545822;26.454178;0.000339
2;1;-70.084947;33.915053;0.000061
2;3;-76.757424;27.242576;0.000283
2;1;-82.479699;21.520301;0.000283
2;3;-75.329444;28.670556;0.000204
3;2;-69.279193;34.720807;0.000051
2;3;-78.190852;25.809148;0.000393
2;1;-79.949508;24.050492;0.000589
2;3;-65.003405;38.996595;0.000019
2;1;-74.218997;29.781003;0.000158
2;3;-67.316329;36.683671;0.000032
3;2;-72.058572;31.941428;0.000096
2;3;-68.785270;35.214730;0.000045
2;1;-79.463080;24.536920;0.000527
2;3;-72.981469;31.018531;0.000119
2;1;-72.909375;31.090625;0.000117
3;2;-80.592524;23.407476;0.000683
2;3;-71.377900;32.622100;0.000082
2;3;-82.381728;21.618272;0.000466
2;1;-78.931169;25.068831;0.000466
2;3;-77.888718;26.111282;0.000367
2;1;-64.023152;39.976848;0.000015
3;2;-64.220258;39.779742;0.000016
2;3;-66.220699;37.779301;0.000025
2;3;-70.201462;33.798538;0.000063
2;1;-76.575914;27.424086;0.000271
2;3;-72.691166;31.308834;0.000111
2;1;-67.054799;36.945201;0.000030
2;3;-68.894916;35.105084;0.000046
3;2;-67.443493;36.556507;0.000033
2;3;-68.926821;35.073179;0.000047
2;1;-73.699759;30.300241;0.000140
2;3;-79.991766;24.008234;0.000595
2;1;-71.552677;32.447323;0.000085
2;3;-64.272752;39.727248;0.000016
3;2;-70.808735;33.191265;0.000072
2;3;-68.545507;35.454493;0.000043
2;1;-65.668665;38.331335;0.000022
2;3;-73.734318;30.265682;0.000141
2;1;-71.444118;32.555882;0.000083
2;3;-75.584034;28.415966;0.000216
3;2;-90.549059;13.450941;0.000145
2;3;-73.842941;30.157059;0.000145
2;1;-80.841077;23.158923;0.000723
2;3;-73.796909;30.203091;0.000143
2;1;-99.901706;4.098294;0.000143
2;3;-77.102325;26.897675;0.000306
3;2;-66.491959;37.508041;0.000027
2;3;-74.963752;29.036248;0.000187
2;1;-73.307008;30.692992;0.000128
2;3;-67.841200;36.158800;0.000036
2;1;-76.269508;27.730492;0.000253
2;3;-67.826158;36.173842;0.000173
3;2;-68.792547;35.207453;0.000075
2;3;-74.609806;29.390194;0.000173
2;1;-70.993121;33.006879;0.000075
2;3;-73.844130;30.155870;0.000145
2;1;-74.427177;29.572823;0.000165
3;2;-71.991676;32.008324;0.000094
2;3;-78.425100;25.574900;0.000415
2;3;-69.571184;34.428816;0.000054
2;1;-72.675233;31.324767;0.000111
2;3;-85.206930;18.793070;0.000039
2;1;-68.100776;35.899224;0.000039
2;3;-71.680554;32.319446;0.000824
3;2;-70.257348;33.742652;0.000216
2;3;-81.406643;22.593357;0.000824
2;1;-75.592668;28.407332;0.000216
2;3;-71.230829;32.769171;0.000079
2;1;-67.707018;36.292982;0.000035
2;3;-78.668073;25.331927;0.000387
3;2;-68.788946;35.211054;0.000054
2;3;-78.118601;25.881399;0.000387
2;1;-69.577997;34.422003;0.000054
2;3;-76.721982;27.278018;0.000280
2;1;-81.111049;22.888951;0.000769
3;2;-71.484083;32.515917;0.000084
2;3;-79.731354;24.268646;0.000560
2;3;-73.894499;30.105501;0.000146
2;1;-68.528230;35.471770;0.000043
2;3;-76.016353;27.983647;0.000238
2;1;-73.629174;30.370826;0.000138
2;3;-76.213773;27.786227;0.000250
3;2;-78.244901;25.755099;0.000398
2;3;-76.543440;27.456560;0.000269
2;1;-83.945392;20.054608;0.000269
2;3;-65.154358;38.845642;0.000020
2;1;-70.087172;33.912828;0.000061
3;2;-73.197998;30.802002;0.000125
2;3;-73.230052;30.769948;0.000126
2;3;-71.413349;32.586651;0.000083
2;1;-82.432486;21.567514;0.000083
2;3;-70.645367;33.354633;0.000069
2;1;-80.208393;23.791607;0.000625
3;2;-72.821760;31.178240;0.000114
2;3;-71.374151;32.625849;0.000082
2;3;-67.371164;36.628836;0.000033
2;1;-69.320972;34.679028;0.000051
2;3;-70.766646;33.233354;0.000071
2;1;-80.580671;23.419329;0.000681
2;3;-75.624192;28.375808;0.000218
3;2;-81.152416;22.847584;0.000777
2;3;-66.828196;37.171804;0.000029
2;1;-75.250564;28.749436;0.000200
2;3;-72.832728;31.167272;0.000115
2;1;-80.191275;23.808725;0.000623
3;2;-67.101241;36.898759;0.000031
2;3;-78.976393;25.023607;0.000471
2;3;-68.185835;35.814165;0.000039
2;1;-83.396251;20.603749;0.000039
2;3;-75.417659;28.582341;0.000208
2;1;-73.562543;30.437457;0.000136
2;3;-78.116460;25.883540;0.000387
3;2;-63.100291;40.899709;0.000012
2;3;-73.047514;30.952486;0.000120
2;1;-70.900987;33.099013;0.000073
2;3;-78.786132;25.213868;0.000451
2;1;-74.439404;29.560596;0.000166
3;2;-69.353589;34.646411;0.000051
2;3;-80.374802;23.625198;0.000650
2;3;-68.761859;35.238141;0.000045
2;1;-79.280443;24.719557;0.000505
2;3;-74.218445;29.781555;0.000158
2;1;-73.752887;30.247113;0.000142
2;3;-63.210808;40.789192;0.000013
3;2;-73.565433;30.434567;0.000136
2;3;-76.451975;27.548025;0.000264
2;1;-82.130310;21.869690;0.000264
2;3;-67.416046;36.583954;0.000033
2;1;-74.615071;29.384929;0.000173
2;3;-74.443873;29.556127;0.000166
3;2;-68.696778;35.303222;0.000044
2;3;-75.187536;28.812464;0.000197
2;1;-66.437311;37.562689;0.000026
2;3;-75.569219;28.430781;0.000215
2;1;-78.317546;25.682454;0.000405
3;2;-69.985819;34.014181;0.000060
2;3;-68.974651;35.025349;0.000047
2;3;-72.584796;31.415204;0.000108
2;1;-74.255472;29.744528;0.000159
2;3;-81.559788;22.440212;0.000853
2;1;-72.167663;31.832337;0.000098
3;2;-74.015230;29.984770;0.000150
2;3;-67.410214;36.589786;0.000033
2;3;-73.998602;30.001398;0.000150
2;1;-75.145543;28.854457;0.000195
2;3;-73.290220;30.709780;0.000127
2;1;-77.352253;26.647747;0.000324
2;3;-68.482768;35.517232;0.000042
3;2;-73.289077;30.710923;0.000127
2;3;-71.619108;32.380892;0.000087
2;1;-78.715465;25.284535;0.000444
2;3;-71.402753;32.597247;0.000082
2;1;-66.284064;37.715936;0.000025
3;2;-70.276438;33.723562;0.000064
2;3;-69.415409;34.584591;0.000052
2;3;-68.138173;35.861827;0.000039
2;1;-73.127903;30.872097;0.000123
2;3;-75.274148;28.725852;0.000201
2;1;-74.915826;29.084174;0.000185
2;3;-72.751410;31.248590;0.000268
3;2;-73.386286;30.613714;0.000151
2;3;-76.520860;27.479140;0.000268
2;1;-74.021271;29.978729;0.000151
2;3;-79.819582;24.180418;0.000572
2;1;-72.611652;31.388348;0.000109
3;2;-73.362706;30.637294;0.000129
2;3;-76.990140;27.009860;0.000298
2;3;-78.071607;25.928393;0.000383
2;1;-79.465728;24.534272;0.000527
2;3;-80.322434;23.677566;0.000642
2;1;-70.946777;33.053223;0.000074
2;3;-67.108901;36.891099;0.000031
3;2;-71.674605;32.325395;0.000088
2;3;-71.588717;32.411283;0.000086
2;1;-76.420285;27.579715;0.000262
2;3;-77.391808;26.608192;0.000327
2;1;-68.292901;35.707099;0.000040
2;3;-80.461895;23.538105;0.000663
3;2;-65.667621;38.332379;0.000022
2;3;-76.601733;27.398267;0.000273
2;1;-71.703699;32.296301;0.000088
2;3;-68.004993;35.995007;0.000038
2;1;-71.670430;32.329570;0.000088
2;3;-79.825742;24.174258;0.000573
3;2;-75.141466;28.858534;0.000195
2;3;-73.758688;30.241312;0.000142
2;1;-66.342387;37.657613;0.000026
2;3;-76.013283;27.986717;0.000238
2;1;-65.459224;38.540776;0.000021
3;2;-72.552450;31.447550;0.000107
2;3;-76.397886;27.602114;0.000260
2;3;-68.771495;35.228505;0.000045
2;1;-80.512307;23.487693;0.000671
2;3;-68.519384;35.480616;0.000042
2;1;-72.755206;31.244794;0.000113
2;3;-82.623335;21.376665;0.000248
3;2;-70.756608;33.243392;0.000243
2;3;-76.187282;27.812718;0.000248
2;1;-76.105647;27.894353;0.000243
2;3;-74.597732;29.402268;0.000172
2;1;-75.535236;28.464764;0.000213
2;3;-74.907022;29.092978;0.000185
3;2;-70.043008;33.956992;0.000060
2;3;-70.571962;33.428038;0.000068
2;1;-68.201364;35.798636;0.000039
2;3;-67.953989;36.046011;0.000037
2;1;-69.071388;34.928612;0.000048
3;2;-74.824329;29.175671;0.000181
2;3;-76.897576;27.102424;0.000292
2;3;-74.396610;29.603390;0.000164
2;1;-74.703883;29.296117;0.000176
2;3;-76.363920;27.636080;0.000258
2;1;-72.733247;31.266753;0.000112
3;2;-61.682222;42.317778;0.000009
2;3;-65.700155;38.299845;0.000022
2;3;-70.492127;33.507873;0.000067
2;1;-70.384806;33.615194;0.000065
2;3;-83.440402;20.559598;0.000017
2;1;-64.633823;39.366177;0.000017
2;3;-72.562480;31.437520;0.000108
3;2;-69.842139;34.157861;0.000058
2;3;-63.745769;40.254231;0.000014
2;1;-72.757469;31.242531;0.000113
2;3;-71.749661;32.250339;0.000089
2;1;-72.044412;31.955588;0.000096
3;2;-65.170945;38.829055;0.000020
2;3;-87.889949;16.110051;0.000087
2;3;-71.646636;32.353364;0.000087
2;1;-78.387943;25.612057;0.000411
2;3;-73.867193;30.132807;0.000145
2;1;-68.226919;35.773081;0.000040
3;2;-76.027074;27.972926;0.000239
2;3;-81.607003;22.392997;0.000862
2;3;-77.509807;26.490193;0.000336
2;1;-80.844936;23.155064;0.000724
2;3;-69.241977;34.758023;0.000050
2;1;-72.434033;31.565967;0.000105
3;2;-69.476304;34.523696;0.000053
2;3;-84.006095;19.993905;0.000197
2;3;-75.177716;28.822284;0.000197
2;1;-74.745854;29.254146;0.000178
2;3;-79.432562;24.567438;0.000523
2;1;-74.486887;29.513113;0.000168
2;3;-70.841752;33.158248;0.000072
3;2;-65.741086;38.258914;0.000022
2;3;-73.330308;30.669692;0.000129
2;1;-79.612371;24.387629;0.000545
2;3;-80.190782;23.809218;0.000623
2;1;-82.120626;21.879374;0.000623
3;2;-75.376460;28.623540;0.000206
2;3;-81.868108;22.131892;0.000916
2;3;-79.336257;24.663743;0.000512
2;1;-74.882948;29.117052;0.000184
2;3;-74.849031;29.150969;0.000182
2;1;-63.830048;40.169952;0.000014
2;3;-72.187241;31.812759;0.000018
3;2;-65.429300;38.570700;0.000138
2;3;-64.689124;39.310876;0.000018
2;1;-73.646144;30.353856;0.000138
2;3;-74.372835;29.627165;0.000163
2;1;-69.496823;34.503177;0.000053
2;3;-75.050523;28.949477;0.000071
3;2;-72.462292;31.537708;0.000467
2;3;-70.752660;33.247340;0.000071
2;1;-78.939830;25.060170;0.000467
2;3;-70.824581;33.175419;0.000072
2;1;-70.312548;33.687452;0.000064
3;2;-70.076732;33.923268;0.000061
2;3;-69.717195;34.282805;0.000056
2;3;-76.933175;27.066825;0.000294
2;1;-78.135650;25.864350;0.000388
2;3;-68.362056;35.637944;0.000041
2;1;-80.675213;23.324787;0.000696
3;2;-74.857923;29.142077;0.000183
